0.0003989547760583052,1
0.0003991389897498876,2
0.00039934294062271103,3
0.00039954031243512073,4
0.00039974426330794413,5
0.00039994163512035384,6
0.00040020864163461614,7
0.00040047775000359297,8
0.00040073817745744163,9
0.0004010072858264185,10
0.00040126771328026706,11
0.00040153682164924395,12
0.00040180593001822083,1
0.0004020489956418128,2
0.00040231810401078976,3
0.00040257853146463836,4
0.00040284763983361525,5
0.00040310806728746385,6
0.000403338356728168,7
0.0004035673522045963,8
0.0004037889607301722,9
0.0004040179562066005,10
0.0004042395647321764,11
0.00040446856020860477,12
0.00040469755568503307,1
0.0004049043903089039,2
0.0004051333857853323,3
0.0004053549943109081,4
0.0004055839897873365,5
0.0004058055983129123,6
0.0004060611053854737,7
0.0004063174961779062,8
0.00040656561629961514,9
0.0004068220070920476,10
0.00040707012721375645,11
0.000407326518006189,12
0.0004075829087986215,1
0.00040781448757888313,2
0.00040807087837131564,3
0.00040831899849302455,4
0.00040857538928545706,5
0.0004088235094071659,6
0.00040908773431286516,7
0.0004093522203556734,8
0.00040960817459064907,9
0.00040987266063345726,10
0.00041012861486843286,11
0.00041039310091124106,12
0.0004106575869540492,1
0.0004108964775733599,2
0.000411160963616168,3
0.0004114169178511437,4
0.0004116814038939518,5
0.0004119373581289275,6
0.0004122096447956633,7
0.0004124821914831967,8
0.0004127459463421,9
0.0004130184930296334,10
0.0004132822478885367,11
0.0004135547945760701,12
0.0004138273412636035,1
0.00041407351246524655,2
0.0004143460591527799,3
0.00041460981401168323,4
0.0004148823606992166,5
0.00041514611555811985,6
0.0004154266446688505,7
0.00041570743986035454,8
0.0004159791771424551,9
0.0004162599723339591,10
0.0004165317096160597,11
0.00041681250480756366,12
0.00041709329999906763,1
0.0004173469214623615,2
0.00041762771665386543,3
0.0004178994539359661,4
0.00041818024912747005,5
0.00041845198640957064,6
0.000418738993873488,7
0.00041902620841315243,8
0.00041930415796766646,9
0.0004195913725073309,10
0.00041986932206184487,11
0.00042015653660150935,12
0.00042044375114117384,1
0.00042070317072538687,2
0.0004209903852650513,3
0.0004212683348195653,4
0.0004215555493592297,5
0.00042183349891374374,6
0.00042212551917357704,7
0.0004224176996240826,8
0.00042270045489876544,9
0.000422992635349271,10
0.00042327539062395384,11
0.0004235675710744594,12
0.00042385975152496504,1
0.00042412365644800234,2
0.00042441583689850794,3
0.00042469859217319074,4
0.00042499077262369634,5
0.0004252735278983792,6
0.0004255707054367059,7
0.00042586804954462674,8
0.0004261558019071307,9
0.0004264531460150514,10
0.0004267408983775555,11
0.0004270382424854762,12
0.00042733558659339705,1
0.00042760415546506746,2
0.00042790149957298824,3
0.00042818925193549215,4
0.00042848659604341303,5
0.00042877434840591695,6
0.0004290768092064417,7
0.0004293794405633864,8
0.0004296723096184943,9
0.0004299749409754391,10
0.0004302678100305469,11
0.0004305704413874917,12
0.0004308730727444364,1
